"","ModuleColors","genes"
"13815","paleturquoise","RASL12"
"13942","paleturquoise","RFTN2"
"13997","paleturquoise","RHOG"
"14053","paleturquoise","RND2"
"14062","paleturquoise","RNF125"
"14255","paleturquoise","RTKN"
"14507","paleturquoise","SEPT4"
"14672","paleturquoise","SHROOM4"
"14737","paleturquoise","SLC10A7"
"14805","paleturquoise","SLC25A13"
"14873","paleturquoise","SLC31A2"
"14926","paleturquoise","SLC45A3"
"14944","paleturquoise","SLC5A11"
"14980","paleturquoise","SLC7A9"
"15110","paleturquoise","SNTB1"
"15172","paleturquoise","SOX30"
"15277","paleturquoise","SPSB1"
"15763","paleturquoise","TENC1"
"15885","paleturquoise","TJAP1"
"15939","paleturquoise","TMC7"
"16056","paleturquoise","TMEM26"
"16057","paleturquoise","TMEM27"
"16100","paleturquoise","TMEM95"
"16138","paleturquoise","TNFAIP6"
"16224","paleturquoise","TP53INP2"
"16309","paleturquoise","TRIM35"
"16318","paleturquoise","TRIM49"
"16483","paleturquoise","TTYH2"
"16645","paleturquoise","UNC5B"
"16825","paleturquoise","VSTM4"
"16921","paleturquoise","WIPF1"
"16928","paleturquoise","WNK1"
"122","pink","ACOT8"
"145","pink","ACTB"
"257","pink","ADPRHL2"
"301","pink","AGPAT4"
"356","pink","AKAP8"
"365","pink","AKR7A2"
"401","pink","ALKBH1"
"405","pink","ALKBH7"
"446","pink","ANAPC15"
"450","pink","ANAPC7"
"567","pink","APC2"
"569","pink","APEH"
"595","pink","APOM"
"612","pink","AQR"
"700","pink","ARMC5"
"704","pink","ARMCX1"
"721","pink","ARRB2"
"755","pink","ASCC1"
"761","pink","ASF1A"
"847","pink","ATP5G2"
"962","pink","BAX"
"981","pink","BCAS4"
"1009","pink","BCL9L"
"1067","pink","BMP1"
"1122","pink","BRF2"
"1172","pink","C10H20orf11"
"1186","pink","C10H22orf28"
"1268","pink","C14H11orf83"
"1329","pink","C17orf71"
"1352","pink","C19H19orf54"
"1360","pink","C19orf44"
"1361","pink","C19orf50"
"1363","pink","C19orf56"
"1381","pink","C1H1orf50"
"1467","pink","C2H3orf75"
"1524","pink","C4H6orf64"
"1579","pink","C7H14orf133"
"1584","pink","C7H14orf169"
"1600","pink","C7H15orf63"
"1728","pink","CANT1"
"1826","pink","CCDC127"
"1894","pink","CCDC93"
"1897","pink","CCHCR1"
"1956","pink","CCT4"
"2024","pink","CDAN1"
"2066","pink","CDH23"
"2115","pink","CDR2L"
"2192","pink","CFDP1"
"2209","pink","CHCHD1"
"2210","pink","CHCHD2"
"2212","pink","CHCHD4"
"2221","pink","CHD8"
"2230","pink","CHIC2"
"2298","pink","CINP"
"2306","pink","CITED1"
"2417","pink","CN5H6.4"
"2439","pink","CNPPD1"
"2469","pink","COG4"
"2512","pink","COMMD5"
"2522","pink","COPS3"
"2532","pink","COQ5"
"2549","pink","COX19"
"2601","pink","CRAMP1L"
"2688","pink","CSNK2A1"
"2722","pink","CTDP1"
"2881","pink","DAD1"
"2913","pink","DCAF4"
"2926","pink","DCLK2"
"2967","pink","DDX26B"
"3005","pink","DEM1"
"3022","pink","DERL2"
"3065","pink","DHX37"
"3091","pink","DIS3L"
"3093","pink","DISP1"
"3149","pink","DNAJB11"
"3179","pink","DNAJC8"
"3197","pink","DNPEP"
"3208","pink","DOHH"
"3214","pink","DOLPP1"
"3227","pink","DPM2"
"3288","pink","DUS2L"
"3313","pink","DYM"
"3409","pink","EHD1"
"3415","pink","EI24"
"3427","pink","EIF2B3"
"3433","pink","EIF2S1"
"3434","pink","EIF2S2"
"3442","pink","EIF3I"
"3469","pink","ELF2"
"3487","pink","ELOF1"
"3500","pink","EMC6"
"3548","pink","ENTPD7"
"3657","pink","ETFB"
"3694","pink","EXOSC4"
"3697","pink","EXOSC7"
"3705","pink","EYA3"
"3729","pink","FADS2"
"3774","pink","FAM136A"
"3865","pink","FAM58A"
"3890","pink","FAM86A"
"3951","pink","FBXO18"
"3979","pink","FBXW5"
"4002","pink","FDFT1"
"4079","pink","FKBP15"
"4091","pink","FLAD1"
"4165","pink","FNTB"
"4185","pink","FOXK2"
"4239","pink","FTSJ3"
"4265","pink","FYN"
"4285","pink","GABARAP"
"4339","pink","GAMT"
"4383","pink","GCLC"
"4387","pink","GCN1L1"
"4411","pink","GEM"
"4413","pink","GEMIN4"
"4414","pink","GEMIN5"
"4417","pink","GEMIN8"
"4431","pink","GGA1"
"4508","pink","GLRX5"
"4511","pink","GLT25D1"
"4516","pink","GLTPD1"
"4557","pink","GNL1"
"4591","pink","GPAA1"
"4705","pink","GPSM1"
"4709","pink","GPX1"
"4763","pink","GSK3A"
"4776","pink","GSTP1"
"4791","pink","GTF2H4"
"4799","pink","GTF3C4"
"4800","pink","GTPBP1"
"4832","pink","GZMA"
"4859","pink","HARBI1"
"4860","pink","HARS"
"4871","pink","HAX1"
"4967","pink","HGS"
"4986","pink","HINT3"
"4992","pink","HIRIP3"
"5041","pink","HMBS"
"5175","pink","HSP90B1"
"5218","pink","IAH1"
"5290","pink","IGF2R"
"5337","pink","IL16"
"5427","pink","INO80E"
"5451","pink","INTS5"
"5467","pink","IPO9"
"5619","pink","KANSL1-AS1"
"5620","pink","KARS"
"5675","pink","KCNJ2"
"5718","pink","KDELR1"
"5875","pink","KLHDC8A"
"5887","pink","KLHL22"
"5898","pink","KLHL36"
"5921","pink","KLRG1"
"5934","pink","KPTN"
"5936","pink","KRBA1"
"6040","pink","LASS4"
"6071","pink","LDHA"
"6336","pink","LOC100294391"
"6604","pink","LOC694177"
"6667","pink","LOC694819"
"6671","pink","LOC694854"
"6739","pink","LOC695380"
"6749","pink","LOC695447"
"6761","pink","LOC695577"
"6796","pink","LOC695816"
"6808","pink","LOC695874"
"6841","pink","LOC696088"
"6908","pink","LOC696560"
"6940","pink","LOC696795"
"6951","pink","LOC696878"
"6986","pink","LOC697051"
"7007","pink","LOC697181"
"7094","pink","LOC697850"
"7098","pink","LOC697879"
"7111","pink","LOC697972"
"7118","pink","LOC697998"
"7146","pink","LOC698175"
"7165","pink","LOC698305"
"7180","pink","LOC698421"
"7339","pink","LOC699605"
"7352","pink","LOC699751"
"7383","pink","LOC699946"
"7418","pink","LOC700280"
"7469","pink","LOC700659"
"7486","pink","LOC700799"
"7534","pink","LOC701314"
"7554","pink","LOC701503"
"7565","pink","LOC701563"
"7581","pink","LOC701685"
"7584","pink","LOC701705"
"7600","pink","LOC701856"
"7622","pink","LOC702028"
"7638","pink","LOC702125"
"7671","pink","LOC702356"
"7680","pink","LOC702446"
"7723","pink","LOC702901"
"7779","pink","LOC703348"
"7815","pink","LOC703713"
"7976","pink","LOC705126"
"8017","pink","LOC705500"
"8053","pink","LOC705840"
"8066","pink","LOC705933"
"8076","pink","LOC706015"
"8113","pink","LOC706346"
"8140","pink","LOC706500"
"8205","pink","LOC707203"
"8236","pink","LOC707413"
"8278","pink","LOC707706"
"8280","pink","LOC707716"
"8343","pink","LOC708186"
"8393","pink","LOC708521"
"8461","pink","LOC708927"
"8471","pink","LOC708964"
"8489","pink","LOC709019"
"8496","pink","LOC709077"
"8517","pink","LOC709174"
"8549","pink","LOC709344"
"8577","pink","LOC709484"
"8632","pink","LOC709751"
"8648","pink","LOC709850"
"8659","pink","LOC709915"
"8664","pink","LOC709956"
"8683","pink","LOC710095"
"8744","pink","LOC710405"
"8902","pink","LOC711212"
"8999","pink","LOC711817"
"9025","pink","LOC711947"
"9028","pink","LOC711961"
"9030","pink","LOC711964"
"9041","pink","LOC712033"
"9094","pink","LOC712361"
"9113","pink","LOC712453"
"9116","pink","LOC712473"
"9122","pink","LOC712524"
"9198","pink","LOC713023"
"9233","pink","LOC713205"
"9295","pink","LOC713534"
"9308","pink","LOC713631"
"9334","pink","LOC713768"
"9368","pink","LOC713927"
"9376","pink","LOC713965"
"9488","pink","LOC714632"
"9528","pink","LOC714876"
"9546","pink","LOC714979"
"9552","pink","LOC715029"
"9566","pink","LOC715112"
"9575","pink","LOC715151"
"9627","pink","LOC715442"
"9631","pink","LOC715459"
"9635","pink","LOC715485"
"9650","pink","LOC715595"
"9699","pink","LOC715846"
"9732","pink","LOC716064"
"9734","pink","LOC716070"
"9750","pink","LOC716166"
"9861","pink","LOC716818"
"9862","pink","LOC716822"
"9893","pink","LOC716971"
"9904","pink","LOC717034"
"9930","pink","LOC717186"
"9933","pink","LOC717212"
"10021","pink","LOC717690"
"10041","pink","LOC717808"
"10077","pink","LOC717950"
"10120","pink","LOC718195"
"10130","pink","LOC718251"
"10190","pink","LOC718596"
"10201","pink","LOC718666"
"10285","pink","LOC719101"
"10290","pink","LOC719122"
"10303","pink","LOC719201"
"10318","pink","LOC719330"
"10332","pink","LOC719399"
"10346","pink","LOC719468"
"10355","pink","LOC719519"
"10394","pink","LOC719736"
"10425","pink","LOC719945"
"10467","pink","LOC720163"
"10496","pink","LOC720347"
"10503","pink","LOC720399"
"10532","pink","LOC720679"
"10544","pink","LOC720828"
"10606","pink","LOC721291"
"10607","pink","LOC721305"
"10662","pink","LOC721674"
"10667","pink","LOC721695"
"10677","pink","LOC721795"
"10680","pink","LOC721815"
"10714","pink","LOC721991"
"10730","pink","LOC722102"
"10733","pink","LOC722115"
"10746","pink","LOC722168"
"10793","pink","LOC722367"
"10829","pink","LOC722712"
"10831","pink","LOC722715"
"10937","pink","LRIG2"
"10965","pink","LRRC28"
"10980","pink","LRRC45"
"11014","pink","LRWD1"
"11026","pink","LSS"
"11035","pink","LTBR"
"11062","pink","LYPLA2"
"11077","pink","LZTS2"
"11141","pink","MAMU-F"
"11149","pink","MAN2B2"
"11172","pink","MAP3K3"
"11229","pink","MAU2"
"11298","pink","MEAF6"
"11351","pink","MESP2"
"11357","pink","METTL1"
"11364","pink","METTL17"
"11394","pink","MFSD3"
"11396","pink","MFSD5"
"11401","pink","MGAT1"
"11438","pink","MICAL1"
"11442","pink","MICALL1"
"11444","pink","MICB"
"11474","pink","MIR671"
"11510","pink","MLX"
"11515","pink","MMACHC"
"11581","pink","MPHOSPH6"
"11596","pink","MPST"
"11618","pink","MRP63"
"11633","pink","MRPL32"
"11641","pink","MRPL41"
"11648","pink","MRPL51"
"11649","pink","MRPL52"
"11650","pink","MRPL53"
"11654","pink","MRPS12"
"11658","pink","MRPS18A"
"11663","pink","MRPS22"
"11667","pink","MRPS26"
"11671","pink","MRPS31"
"11680","pink","MRTO4"
"11717","pink","MTAP"
"11736","pink","MTMR1"
"11773","pink","MVD"
"11783","pink","MYBBP1A"
"11795","pink","MYEOV2"
"11855","pink","MZT2B"
"11862","pink","N6AMT2"
"11880","pink","NAF1"
"11904","pink","NARFL"
"11921","pink","NBEA"
"11922","pink","NBPF11"
"11961","pink","NDST4"
"11972","pink","NDUFAF2"
"11982","pink","NDUFB4"
"11984","pink","NDUFB7"
"11991","pink","NDUFS5"
"11992","pink","NDUFS6"
"11993","pink","NDUFS8"
"11995","pink","NDUFV3"
"12087","pink","NIP7"
"12128","pink","NMD3"
"12149","pink","NOL10"
"12170","pink","NOSIP"
"12271","pink","NSDHL"
"12294","pink","NTHL1"
"12318","pink","NUDT16L1"
"12331","pink","NUFIP1"
"12401","pink","OLA1"
"12460","pink","OR4D11"
"12516","pink","ORAI1"
"12521","pink","ORC3"
"12593","pink","PABPC1"
"12637","pink","PANX1"
"12679","pink","PASK"
"12773","pink","PDCD5"
"12778","pink","PDDC1"
"12852","pink","PEMT"
"12873","pink","PFDN1"
"12889","pink","PGBD1"
"12929","pink","PHF23"
"12946","pink","PHRF1"
"12959","pink","PIAS3"
"13002","pink","PIM3"
"13083","pink","PLCG1"
"13108","pink","PLEKHG2"
"13110","pink","PLEKHG4B"
"13174","pink","PNKP"
"13205","pink","POLDIP3"
"13212","pink","POLL"
"13223","pink","POLR2G"
"13224","pink","POLR2I"
"13230","pink","POLR3D"
"13249","pink","POP4"
"13290","pink","PPHLN1"
"13292","pink","PPIB"
"13294","pink","PPIE"
"13314","pink","PPP1CA"
"13322","pink","PPP1R16A"
"13373","pink","PRCC"
"13435","pink","PRMT7"
"13467","pink","PRPSAP1"
"13470","pink","PRR12"
"13528","pink","PSMB3"
"13543","pink","PSMD9"
"13565","pink","PTDSS2"
"13600","pink","PTPN18"
"13623","pink","PTPRS"
"13749","pink","RAD9A"
"13752","pink","RAE1"
"13756","pink","RAGE"
"13783","pink","RAPGEF1"
"13849","pink","RBM22"
"13908","pink","RECQL5"
"13956","pink","RGMA"
"14000","pink","RHOT2"
"14050","pink","RNASEH2C"
"14081","pink","RNF181"
"14088","pink","RNF216"
"14104","pink","RNH1"
"14106","pink","RNMTL1"
"14116","pink","ROMO1"
"14152","pink","RPL26L1"
"14179","pink","RPP40"
"14205","pink","RPS6KB2"
"14338","pink","SARS2"
"14361","pink","SCAND1"
"14456","pink","SEC61G"
"14517","pink","SERF2"
"14548","pink","SERPINH1"
"14575","pink","SF3A3"
"14580","pink","SF3B5"
"14585","pink","SFRP4"
"14596","pink","SFXN2"
"14598","pink","SFXN4"
"14688","pink","SIGMAR1"
"14734","pink","SLC10A3"
"14746","pink","SLC12A9"
"14802","pink","SLC25A1"
"14836","pink","SLC25A6"
"14853","pink","SLC29A3"
"14908","pink","SLC39A13"
"14930","pink","SLC48A1"
"14949","pink","SLC5A6"
"15023","pink","SMAD2"
"15035","pink","SMARCC2"
"15051","pink","SMG5"
"15053","pink","SMG7"
"15080","pink","SNAPC2"
"15088","pink","SND1"
"15106","pink","SNRPD3"
"15122","pink","SNX19"
"15228","pink","SPCS3"
"15241","pink","SPHK2"
"15256","pink","SPNS1"
"15268","pink","SPR"
"15350","pink","SSR4P1"
"15366","pink","ST3GAL4"
"15447","pink","STK40"
"15484","pink","STXBP3"
"15498","pink","SUGT1"
"15515","pink","SUPT5H"
"15628","pink","TAOK2"
"15669","pink","TBC1D17"
"15684","pink","TBCC"
"15726","pink","TCIRG1"
"15762","pink","TELO2"
"15827","pink","THAP3"
"15846","pink","THRAP3"
"15866","pink","TIMM13"
"15879","pink","TINF2"
"15912","pink","TLR7"
"15926","pink","TM7SF2"
"15929","pink","TM9SF1"
"15957","pink","TMEM101"
"15963","pink","TMEM106C"
"15967","pink","TMEM115"
"15985","pink","TMEM147"
"16014","pink","TMEM183A"
"16037","pink","TMEM208"
"16187","pink","TNRC18"
"16274","pink","TRAPPC2L"
"16276","pink","TRAPPC4"
"16303","pink","TRIM26"
"16312","pink","TRIM39"
"16352","pink","TRMT2B"
"16353","pink","TRMT44"
"16356","pink","TRMT61A"
"16431","pink","TSSC4"
"16462","pink","TTC4"
"16471","pink","TTL"
"16472","pink","TTLL1"
"16561","pink","UBE2J2"
"16573","pink","UBE2W"
"16611","pink","UFD1L"
"16642","pink","UNC45A"
"16674","pink","URM1"
"16706","pink","USP36"
"16805","pink","VPS37B"
"16895","pink","WDR89"
"16989","pink","XRCC6"
"16996","pink","YBEY"
"17036","pink","ZBTB17"
"17056","pink","ZBTB45"
"17067","pink","ZBTB9"
"17085","pink","ZCCHC17"
"17104","pink","ZDHHC24"
"17132","pink","ZFPM1"
"17137","pink","ZFYVE19"
"17159","pink","ZMAT5"
"17177","pink","ZNF114"
"17204","pink","ZNF18"
"17260","pink","ZNF282"
"17271","pink","ZNF319"
"17304","pink","ZNF408"
"17320","pink","ZNF444"
"17336","pink","ZNF490"
"17380","pink","ZNF570"
"17385","pink","ZNF579"
"17388","pink","ZNF584"
"17392","pink","ZNF592"
"17455","pink","ZNF710"
"17475","pink","ZNF777"
"17483","pink","ZNF79"
"17512","pink","ZNHIT1"
"17553","pink","ZYX"
"174","plum1","ACVRL1"
"182","plum1","ADAM12"
"249","plum1","ADM"
"668","plum1","ARHGEF5"
"712","plum1","ARPC1B"
"841","plum1","ATP5A1"
"1004","plum1","BCL6B"
"1036","plum1","BGN"
"1384","plum1","C1H1orf64"
"1915","plum1","CCL3"
"1925","plum1","CCND1"
"2019","plum1","CD93"
"2190","plum1","CFB"
"2200","plum1","CGNL1"
"2483","plum1","COL1A1"
"2484","plum1","COL1A2"
"2728","plum1","CTHRC1"
"2786","plum1","CXCL12"
"2869","plum1","CYTL1"
"3473","plum1","ELFN1"
"3525","plum1","ENG"
"4026","plum1","FGD5"
"4156","plum1","FN1"
"4175","plum1","FOXC1"
"4199","plum1","FOXQ1"
"4398","plum1","GDF11"
"4467","plum1","GJA5"
"4550","plum1","GNG11"
"4630","plum1","GPR124"
"5177","plum1","HSPA12B"
"5225","plum1","ICAM2"
"5264","plum1","IFNAR2"
"5319","plum1","IKZF1"
"5341","plum1","IL17RA"
"5557","plum1","ITM2A"
"5584","plum1","JAK2"
"5654","plum1","KCNE1L"
"5678","plum1","KCNJ8"
"6016","plum1","LAMA4"
"6538","plum1","LOC693629"
"6623","plum1","LOC694405"
"6659","plum1","LOC694774"
"6701","plum1","LOC695135"
"6725","plum1","LOC695301"
"6941","plum1","LOC696802"
"7030","plum1","LOC697397"
"7329","plum1","LOC699530"
"7706","plum1","LOC702759"
"8112","plum1","LOC706336"
"8691","plum1","LOC710156"
"8723","plum1","LOC710290"
"8913","plum1","LOC711290"
"8979","plum1","LOC711693"
"9014","plum1","LOC711884"
"9753","plum1","LOC716173"
"10048","plum1","LOC717832"
"10227","plum1","LOC718836"
"10405","plum1","LOC719783"
"10471","plum1","LOC720186"
"10681","plum1","LOC721816"
"11299","plum1","MECOM"
"11393","plum1","MFSD2A"
"11528","plum1","MMP2"
"12236","plum1","NR2F2"
"12707","plum1","PCDH12"
"12844","plum1","PECAM1"
"12902","plum1","PGPEP1"
"13626","plum1","PTRF"
"13771","plum1","RAMP2"
"14364","plum1","SCARF1"
"15125","plum1","SNX22"
"15260","plum1","SPOCK2"
"16222","plum1","TP53I3"
"16752","plum1","VASH1"
"16829","plum1","VWA1"
"33","purple","ABCB10"
"60","purple","ABHD13"
"88","purple","ACADM"
"90","purple","ACADSB"
"96","purple","ACAT1"
"113","purple","ACN9"
"170","purple","ACVR1C"
"176","purple","ACYP1"
"179","purple","ADAL"
"321","purple","AHCTF1"
"396","purple","ALG5"
"397","purple","ALG6"
"427","purple","AMD1"
"472","purple","ANKRD10"
"476","purple","ANKRD13C"
"494","purple","ANKRD40"
"536","purple","AP1AR"
"554","purple","AP4E1"
"631","purple","ARGLU1"
"636","purple","ARHGAP21"
"678","purple","ARIH1"
"694","purple","ARL6"
"702","purple","ARMC8"
"707","purple","ARMCX4"
"783","purple","ATE1"
"793","purple","ATG12"
"811","purple","ATMIN"
"816","purple","ATP11A"
"850","purple","ATP5J"
"941","purple","BAG4"
"942","purple","BAG5"
"971","purple","BBS5"
"1061","purple","BLOC1S2"
"1132","purple","BRWD1"
"1175","purple","C10H20orf194"
"1210","purple","C11H12orf66"
"1276","purple","C14orf43"
"1338","purple","C18H18orf25"
"1472","purple","C2orf3"
"1549","purple","C6H5orf22"
"1578","purple","C7H14orf129"
"1581","purple","C7H14orf142"
"1598","purple","C7H15orf61"
"1605","purple","C7orf46"
"1793","purple","CBWD1"
"1813","purple","CCDC104"
"1854","purple","CCDC25"
"1892","purple","CCDC91"
"1896","purple","CCDC99"
"1936","purple","CCNL2"
"2004","purple","CD5L"
"2086","purple","CDK17"
"2087","purple","CDK19"
"2132","purple","CEL"
"2167","purple","CEP57L1"
"2211","purple","CHCHD3"
"2229","purple","CHIC1"
"2234","purple","CHM"
"2366","purple","CLIC5"
"2372","purple","CLK1"
"2471","purple","COG6"
"2534","purple","COQ9"
"2540","purple","CORO2B"
"2600","purple","CRADD"
"2613","purple","CREBZF"
"2614","purple","CREG1"
"2693","purple","CSPP1"
"2698","purple","CSRP2BP"
"2714","purple","CTAGE5"
"2727","purple","CTGF"
"2768","purple","CUL4B"
"2815","purple","CYB5D1"
"2912","purple","DCAF17"
"2973","purple","DDX42"
"3009","purple","DENND2C"
"3012","purple","DENND4A"
"3061","purple","DHX29"
"3079","purple","DIMT1L"
"3087","purple","DIRAS3"
"3133","purple","DMTF1"
"3135","purple","DMXL1"
"3147","purple","DNAJA3"
"3167","purple","DNAJC21"
"3217","purple","DOPEY1"
"3220","purple","DPAGT1"
"3338","purple","EAF1"
"3341","purple","EBAG9"
"3371","purple","EEF1E1"
"3435","purple","EIF2S3"
"3496","purple","EMB"
"3529","purple","ENO2"
"3535","purple","ENPEP"
"3553","purple","EP400"
"3611","purple","ERCC4"
"3658","purple","ETFDH"
"3660","purple","ETNK1"
"3677","purple","EXD2"
"3680","purple","EXOC1"
"3712","purple","F13B"
"3735","purple","FAIM"
"3770","purple","FAM133B"
"3811","purple","FAM18B"
"3919","purple","FASTKD2"
"3944","purple","FBXL3"
"3945","purple","FBXL4"
"3961","purple","FBXO38"
"4005","purple","FECH"
"4048","purple","FGFR1OP2"
"4242","purple","FUBP1"
"4297","purple","GABRG1"
"4331","purple","GALNT7"
"4424","purple","GFM2"
"4432","purple","GGA2"
"4481","purple","GK5"
"4497","purple","GLMN"
"4506","purple","GLRX2"
"4513","purple","GLT8D1"
"4790","purple","GTF2H2B"
"4798","purple","GTF3C3"
"4801","purple","GTPBP10"
"4839","purple","H2AFV"
"4923","purple","HECA"
"4924","purple","HECTD1"
"4944","purple","HERC4"
"5075","purple","HNRNPH2"
"5191","purple","HSPH1"
"5227","purple","ICMT"
"5398","purple","IMMP2L"
"5426","purple","INO80D"
"5438","purple","INSIG2"
"5461","purple","IPO11"
"5466","purple","IPO8"
"5631","purple","KBTBD3"
"5725","purple","KDM3A"
"5790","purple","KIAA1715"
"5829","purple","KIF7"
"5864","purple","KLF5"
"6027","purple","LANCL1"
"6145","purple","LIN52"
"6211","purple","LIPF"
"6236","purple","LNP1"
"6263","purple","LOC100130357"
"6375","purple","LOC202781"
"6453","purple","LOC440944"
"6574","purple","LOC693938"
"6617","purple","LOC694372"
"6700","purple","LOC695130"
"6714","purple","LOC695198"
"6829","purple","LOC696006"
"6830","purple","LOC696008"
"6839","purple","LOC696076"
"6845","purple","LOC696116"
"7005","purple","LOC697177"
"7029","purple","LOC697395"
"7204","purple","LOC698663"
"7238","purple","LOC698937"
"7288","purple","LOC699299"
"7421","purple","LOC700296"
"7437","purple","LOC700431"
"7602","purple","LOC701865"
"7644","purple","LOC702188"
"7748","purple","LOC703104"
"7760","purple","LOC703159"
"7763","purple","LOC703201"
"7876","purple","LOC704112"
"7932","purple","LOC704637"
"7971","purple","LOC705039"
"8073","purple","LOC705997"
"8091","purple","LOC706154"
"8093","purple","LOC706196"
"8182","purple","LOC706967"
"8185","purple","LOC706982"
"8191","purple","LOC707072"
"8218","purple","LOC707292"
"8220","purple","LOC707298"
"8229","purple","LOC707386"
"8294","purple","LOC707795"
"8312","purple","LOC707924"
"8337","purple","LOC708128"
"8354","purple","LOC708258"
"8357","purple","LOC708267"
"8398","purple","LOC708538"
"8413","purple","LOC708601"
"8422","purple","LOC708668"
"8444","purple","LOC708808"
"8458","purple","LOC708915"
"8498","purple","LOC709080"
"8522","purple","LOC709187"
"8523","purple","LOC709192"
"8531","purple","LOC709255"
"8539","purple","LOC709300"
"8553","purple","LOC709364"
"8565","purple","LOC709436"
"8575","purple","LOC709473"
"8623","purple","LOC709712"
"8643","purple","LOC709819"
"8646","purple","LOC709838"
"8654","purple","LOC709886"
"8702","purple","LOC710187"
"8705","purple","LOC710194"
"8791","purple","LOC710647"
"8796","purple","LOC710669"
"8799","purple","LOC710693"
"8831","purple","LOC710844"
"8938","purple","LOC711450"
"8954","purple","LOC711525"
"8960","purple","LOC711550"
"8994","purple","LOC711778"
"8996","purple","LOC711788"
"9008","purple","LOC711870"
"9018","purple","LOC711902"
"9027","purple","LOC711955"
"9033","purple","LOC711975"
"9102","purple","LOC712407"
"9183","purple","LOC712933"
"9269","purple","LOC713415"
"9273","purple","LOC713436"
"9279","purple","LOC713460"
"9299","purple","LOC713543"
"9379","purple","LOC713975"
"9395","purple","LOC714083"
"9497","purple","LOC714727"
"9609","purple","LOC715323"
"9762","purple","LOC716232"
"9831","purple","LOC716647"
"9855","purple","LOC716755"
"9984","purple","LOC717469"
"9993","purple","LOC717528"
"10032","purple","LOC717757"
"10088","purple","LOC718005"
"10298","purple","LOC719170"
"10378","purple","LOC719645"
"10447","purple","LOC720042"
"10479","purple","LOC720244"
"10517","purple","LOC720534"
"10519","purple","LOC720556"
"10637","purple","LOC721528"
"10652","purple","LOC721604"
"10716","purple","LOC722003"
"10725","purple","LOC722073"
"10741","purple","LOC722137"
"10757","purple","LOC722194"
"11038","purple","LTV1"
"11041","purple","LUC7L3"
"11147","purple","MAN2A1"
"11195","purple","MAPKAPK5"
"11223","purple","MAT2B"
"11255","purple","MCCC2"
"11260","purple","MCFD2"
"11274","purple","MCM9"
"11294","purple","MDN1"
"11296","purple","ME2"
"11399","purple","MFSD8"
"11476","purple","MIRLET7D"
"11499","purple","MLL2"
"11543","purple","MMS19"
"11645","purple","MRPL47"
"11669","purple","MRPS28"
"11735","purple","MTM1"
"11748","purple","MTPN"
"11848","purple","MYSM1"
"11854","purple","MZT1"
"11893","purple","NANP"
"11964","purple","NDUFA12"
"12039","purple","NFAT5"
"12076","purple","NHLRC3"
"12088","purple","NIPA2"
"12141","purple","NNT"
"12277","purple","NSUN2"
"12279","purple","NSUN4"
"12297","purple","NTN4"
"12315","purple","NUDT12"
"12328","purple","NUDT6"
"12339","purple","NUP160"
"12351","purple","NUP98"
"12352","purple","NUPL2"
"12354","purple","NUS1"
"12367","purple","OAS1"
"12372","purple","OAZ1"
"12525","purple","ORMDL1"
"12547","purple","OSTM1"
"12570","purple","OXSM"
"12613","purple","PAGE4"
"12748","purple","PCMTD2"
"12802","purple","PDGFB"
"12807","purple","PDHX"
"12819","purple","PDLIM5"
"12821","purple","PDP1"
"12860","purple","PEX1"
"12900","purple","PGM3"
"12947","purple","PHTF1"
"12965","purple","PIGA"
"12970","purple","PIGK"
"12996","purple","PIK3R4"
"12999","purple","PIKFYVE"
"13093","purple","PLD4"
"13203","purple","POLD3"
"13208","purple","POLG"
"13306","purple","PPM1B"
"13334","purple","PPP2CB"
"13361","purple","PPT1"
"13409","purple","PRKAR1A"
"13433","purple","PRMT3"
"13434","purple","PRMT6"
"13516","purple","PSIP1"
"13519","purple","PSMA1"
"13678","purple","RAB11FIP2"
"13737","purple","RAD17"
"13740","purple","RAD23B"
"13762","purple","RALBP1"
"13824","purple","RAVER2"
"13885","purple","RCCD1"
"13899","purple","RDH14"
"13923","purple","REPS1"
"13970","purple","RGS2"
"14009","purple","RICTOR"
"14107","purple","RNPC3"
"14203","purple","RPS6KA6"
"14325","purple","SAMD8"
"14377","purple","SCHIP1"
"14380","purple","SCLY"
"14445","purple","SEC22B"
"14447","purple","SEC23A"
"14469","purple","SELO"
"14474","purple","SEMA3D"
"14494","purple","SENP5"
"14550","purple","SERPINI2"
"14556","purple","SESN1"
"14618","purple","SGTB"
"14701","purple","SIPA1L2"
"14808","purple","SLC25A16"
"14819","purple","SLC25A31"
"14822","purple","SLC25A36"
"14827","purple","SLC25A40"
"14880","purple","SLC35B3"
"14882","purple","SLC35D1"
"14895","purple","SLC36A4"
"14939","purple","SLC4A8"
"15015","purple","SLMAP"
"15018","purple","SLTM"
"15050","purple","SMG1"
"15067","purple","SMU1"
"15183","purple","SP2"
"15215","purple","SPATA5"
"15313","purple","SRP54"
"15341","purple","SSFA2"
"15405","purple","STARD4"
"15517","purple","SUPT7L"
"15561","purple","SYNRG"
"15617","purple","TAF8"
"15639","purple","TARSL2"
"15680","purple","TBC1D4"
"15685","purple","TBCE"
"15688","purple","TBK1"
"15844","purple","THOC7"
"15874","purple","TIMP1"
"15918","purple","TM2D1"
"15964","purple","TMEM107"
"15980","purple","TMEM136"
"15981","purple","TMEM138"
"15997","purple","TMEM161B"
"16021","purple","TMEM188"
"16053","purple","TMEM245"
