"","ModuleColors","genes"
"8857","turquoise","LOC710972"
"8860","turquoise","LOC710981"
"8861","turquoise","LOC710982"
"8865","turquoise","LOC711001"
"8871","turquoise","LOC711031"
"8874","turquoise","LOC711048"
"8876","turquoise","LOC711053"
"8878","turquoise","LOC711066"
"8883","turquoise","LOC711099"
"8886","turquoise","LOC711106"
"8891","turquoise","LOC711149"
"8892","turquoise","LOC711164"
"8896","turquoise","LOC711182"
"8898","turquoise","LOC711194"
"8903","turquoise","LOC711215"
"8909","turquoise","LOC711261"
"8910","turquoise","LOC711273"
"8929","turquoise","LOC711375"
"8941","turquoise","LOC711459"
"8948","turquoise","LOC711500"
"8955","turquoise","LOC711527"
"8958","turquoise","LOC711537"
"8962","turquoise","LOC711562"
"8966","turquoise","LOC711592"
"8973","turquoise","LOC711659"
"8977","turquoise","LOC711691"
"8984","turquoise","LOC711727"
"8985","turquoise","LOC711739"
"8987","turquoise","LOC711745"
"8989","turquoise","LOC711756"
"8993","turquoise","LOC711776"
"9005","turquoise","LOC711857"
"9009","turquoise","LOC711871"
"9024","turquoise","LOC711946"
"9032","turquoise","LOC711968"
"9034","turquoise","LOC711990"
"9039","turquoise","LOC712017"
"9040","turquoise","LOC712018"
"9051","turquoise","LOC712099"
"9053","turquoise","LOC712109"
"9058","turquoise","LOC712131"
"9061","turquoise","LOC712203"
"9067","turquoise","LOC712231"
"9068","turquoise","LOC712235"
"9070","turquoise","LOC712243"
"9072","turquoise","LOC712255"
"9092","turquoise","LOC712354"
"9097","turquoise","LOC712375"
"9098","turquoise","LOC712378"
"9099","turquoise","LOC712383"
"9103","turquoise","LOC712408"
"9104","turquoise","LOC712416"
"9105","turquoise","LOC712419"
"9125","turquoise","LOC712534"
"9127","turquoise","LOC712538"
"9132","turquoise","LOC712566"
"9135","turquoise","LOC712577"
"9137","turquoise","LOC712594"
"9154","turquoise","LOC712706"
"9157","turquoise","LOC712734"
"9168","turquoise","LOC712830"
"9172","turquoise","LOC712844"
"9174","turquoise","LOC712847"
"9176","turquoise","LOC712883"
"9182","turquoise","LOC712932"
"9185","turquoise","LOC712938"
"9188","turquoise","LOC712943"
"9189","turquoise","LOC712948"
"9190","turquoise","LOC712960"
"9191","turquoise","LOC712969"
"9193","turquoise","LOC712982"
"9197","turquoise","LOC713021"
"9205","turquoise","LOC713083"
"9212","turquoise","LOC713120"
"9239","turquoise","LOC713238"
"9240","turquoise","LOC713239"
"9243","turquoise","LOC713258"
"9247","turquoise","LOC713300"
"9255","turquoise","LOC713349"
"9256","turquoise","LOC713351"
"9261","turquoise","LOC713377"
"9262","turquoise","LOC713380"
"9265","turquoise","LOC713396"
"9267","turquoise","LOC713400"
"9268","turquoise","LOC713404"
"9286","turquoise","LOC713491"
"9287","turquoise","LOC713492"
"9305","turquoise","LOC713588"
"9307","turquoise","LOC713616"
"9319","turquoise","LOC713709"
"9321","turquoise","LOC713713"
"9327","turquoise","LOC713731"
"9335","turquoise","LOC713772"
"9341","turquoise","LOC713791"
"9350","turquoise","LOC713844"
"9351","turquoise","LOC713845"
"9356","turquoise","LOC713865"
"9358","turquoise","LOC713878"
"9360","turquoise","LOC713892"
"9362","turquoise","LOC713900"
"9365","turquoise","LOC713909"
"9371","turquoise","LOC713945"
"9380","turquoise","LOC713976"
"9382","turquoise","LOC713992"
"9386","turquoise","LOC714014"
"9397","turquoise","LOC714099"
"9399","turquoise","LOC714110"
"9400","turquoise","LOC714113"
"9416","turquoise","LOC714193"
"9417","turquoise","LOC714197"
"9418","turquoise","LOC714199"
"9428","turquoise","LOC714267"
"9430","turquoise","LOC714282"
"9432","turquoise","LOC714296"
"9434","turquoise","LOC714306"
"9436","turquoise","LOC714311"
"9440","turquoise","LOC714352"
"9445","turquoise","LOC714389"
"9451","turquoise","LOC714424"
"9453","turquoise","LOC714431"
"9459","turquoise","LOC714470"
"9460","turquoise","LOC714471"
"9464","turquoise","LOC714491"
"9469","turquoise","LOC714528"
"9474","turquoise","LOC714550"
"9476","turquoise","LOC714580"
"9480","turquoise","LOC714601"
"9487","turquoise","LOC714631"
"9490","turquoise","LOC714678"
"9491","turquoise","LOC714679"
"9498","turquoise","LOC714729"
"9503","turquoise","LOC714750"
"9506","turquoise","LOC714766"
"9507","turquoise","LOC714772"
"9509","turquoise","LOC714786"
"9511","turquoise","LOC714792"
"9517","turquoise","LOC714817"
"9518","turquoise","LOC714834"
"9519","turquoise","LOC714840"
"9527","turquoise","LOC714875"
"9529","turquoise","LOC714881"
"9533","turquoise","LOC714890"
"9534","turquoise","LOC714891"
"9535","turquoise","LOC714905"
"9538","turquoise","LOC714931"
"9543","turquoise","LOC714963"
"9544","turquoise","LOC714972"
"9547","turquoise","LOC714981"
"9548","turquoise","LOC714996"
"9550","turquoise","LOC715022"
"9553","turquoise","LOC715046"
"9554","turquoise","LOC715072"
"9555","turquoise","LOC715076"
"9557","turquoise","LOC715094"
"9558","turquoise","LOC715096"
"9559","turquoise","LOC715098"
"9570","turquoise","LOC715137"
"9571","turquoise","LOC715138"
"9572","turquoise","LOC715143"
"9574","turquoise","LOC715150"
"9576","turquoise","LOC715159"
"9578","turquoise","LOC715165"
"9579","turquoise","LOC715171"
"9582","turquoise","LOC715190"
"9585","turquoise","LOC715199"
"9594","turquoise","LOC715250"
"9601","turquoise","LOC715289"
"9602","turquoise","LOC715295"
"9603","turquoise","LOC715300"
"9604","turquoise","LOC715304"
"9605","turquoise","LOC715312"
"9606","turquoise","LOC715315"
"9607","turquoise","LOC715316"
"9612","turquoise","LOC715339"
"9619","turquoise","LOC715377"
"9621","turquoise","LOC715396"
"9625","turquoise","LOC715435"
"9630","turquoise","LOC715456"
"9632","turquoise","LOC715462"
"9633","turquoise","LOC715479"
"9634","turquoise","LOC715481"
"9637","turquoise","LOC715519"
"9640","turquoise","LOC715527"
"9644","turquoise","LOC715538"
"9646","turquoise","LOC715553"
"9648","turquoise","LOC715588"
"9649","turquoise","LOC715589"
"9654","turquoise","LOC715627"
"9658","turquoise","LOC715656"
"9660","turquoise","LOC715658"
"9667","turquoise","LOC715686"
"9672","turquoise","LOC715698"
"9674","turquoise","LOC715716"
"9676","turquoise","LOC715728"
"9681","turquoise","LOC715751"
"9683","turquoise","LOC715757"
"9685","turquoise","LOC715759"
"9687","turquoise","LOC715769"
"9690","turquoise","LOC715778"
"9700","turquoise","LOC715847"
"9707","turquoise","LOC715892"
"9711","turquoise","LOC715929"
"9717","turquoise","LOC715963"
"9719","turquoise","LOC715976"
"9725","turquoise","LOC715997"
"9728","turquoise","LOC716017"
"9731","turquoise","LOC716040"
"9733","turquoise","LOC716068"
"9736","turquoise","LOC716074"
"9741","turquoise","LOC716097"
"9743","turquoise","LOC716112"
"9744","turquoise","LOC716117"
"9749","turquoise","LOC716158"
"9754","turquoise","LOC716174"
"9758","turquoise","LOC716192"
"9759","turquoise","LOC716193"
"9765","turquoise","LOC716250"
"9769","turquoise","LOC716273"
"9771","turquoise","LOC716278"
"9772","turquoise","LOC716297"
"9773","turquoise","LOC716298"
"9774","turquoise","LOC716304"
"9776","turquoise","LOC716318"
"9778","turquoise","LOC716322"
"9781","turquoise","LOC716331"
"9794","turquoise","LOC716433"
"9795","turquoise","LOC716444"
"9797","turquoise","LOC716454"
"9800","turquoise","LOC716472"
"9803","turquoise","LOC716482"
"9811","turquoise","LOC716559"
"9813","turquoise","LOC716563"
"9815","turquoise","LOC716571"
"9833","turquoise","LOC716650"
"9834","turquoise","LOC716655"
"9838","turquoise","LOC716670"
"9840","turquoise","LOC716681"
"9841","turquoise","LOC716685"
"9843","turquoise","LOC716688"
"9846","turquoise","LOC716707"
"9849","turquoise","LOC716713"
"9854","turquoise","LOC716749"
"9856","turquoise","LOC716765"
"9858","turquoise","LOC716782"
"9864","turquoise","LOC716832"
"9865","turquoise","LOC716833"
"9870","turquoise","LOC716856"
"9872","turquoise","LOC716859"
"9875","turquoise","LOC716882"
"9881","turquoise","LOC716903"
"9888","turquoise","LOC716941"
"9889","turquoise","LOC716943"
"9890","turquoise","LOC716949"
"9894","turquoise","LOC716975"
"9896","turquoise","LOC716986"
"9898","turquoise","LOC716998"
"9901","turquoise","LOC717011"
"9907","turquoise","LOC717040"
"9921","turquoise","LOC717107"
"9922","turquoise","LOC717119"
"9927","turquoise","LOC717158"
"9934","turquoise","LOC717219"
"9936","turquoise","LOC717222"
"9937","turquoise","LOC717228"
"9942","turquoise","LOC717242"
"9944","turquoise","LOC717244"
"9958","turquoise","LOC717330"
"9959","turquoise","LOC717335"
"9961","turquoise","LOC717354"
"9967","turquoise","LOC717380"
"9971","turquoise","LOC717396"
"9973","turquoise","LOC717402"
"9980","turquoise","LOC717458"
"9983","turquoise","LOC717465"
"9986","turquoise","LOC717477"
"9990","turquoise","LOC717515"
"9997","turquoise","LOC717539"
"9998","turquoise","LOC717546"
"10003","turquoise","LOC717581"
"10016","turquoise","LOC717656"
"10017","turquoise","LOC717665"
"10019","turquoise","LOC717683"
"10035","turquoise","LOC717768"
"10047","turquoise","LOC717831"
"10052","turquoise","LOC717843"
"10053","turquoise","LOC717850"
"10055","turquoise","LOC717855"
"10060","turquoise","LOC717872"
"10061","turquoise","LOC717875"
"10066","turquoise","LOC717916"
"10079","turquoise","LOC717956"
"10080","turquoise","LOC717965"
"10085","turquoise","LOC717993"
"10087","turquoise","LOC717999"
"10092","turquoise","LOC718036"
"10093","turquoise","LOC718040"
"10098","turquoise","LOC718080"
"10102","turquoise","LOC718095"
"10103","turquoise","LOC718099"
"10104","turquoise","LOC718100"
"10105","turquoise","LOC718111"
"10111","turquoise","LOC718145"
"10113","turquoise","LOC718160"
"10116","turquoise","LOC718170"
"10118","turquoise","LOC718187"
"10121","turquoise","LOC718197"
"10127","turquoise","LOC718226"
"10133","turquoise","LOC718270"
"10135","turquoise","LOC718300"
"10147","turquoise","LOC718371"
"10149","turquoise","LOC718378"
"10154","turquoise","LOC718423"
"10159","turquoise","LOC718452"
"10164","turquoise","LOC718465"
"10173","turquoise","LOC718495"
"10176","turquoise","LOC718523"
"10203","turquoise","LOC718677"
"10206","turquoise","LOC718709"
"10209","turquoise","LOC718720"
"10211","turquoise","LOC718724"
"10231","turquoise","LOC718857"
"10232","turquoise","LOC718865"
"10233","turquoise","LOC718872"
"10234","turquoise","LOC718875"
"10237","turquoise","LOC718891"
"10239","turquoise","LOC718901"
"10240","turquoise","LOC718902"
"10241","turquoise","LOC718907"
"10243","turquoise","LOC718919"
"10244","turquoise","LOC718922"
"10248","turquoise","LOC718942"
"10249","turquoise","LOC718946"
"10251","turquoise","LOC718963"
"10253","turquoise","LOC718976"
"10260","turquoise","LOC719008"
"10267","turquoise","LOC719043"
"10270","turquoise","LOC719051"
"10272","turquoise","LOC719053"
"10275","turquoise","LOC719066"
"10288","turquoise","LOC719116"
"10291","turquoise","LOC719125"
"10295","turquoise","LOC719150"
"10300","turquoise","LOC719180"
"10304","turquoise","LOC719212"
"10306","turquoise","LOC719216"
"10314","turquoise","LOC719305"
"10316","turquoise","LOC719318"
"10323","turquoise","LOC719354"
"10327","turquoise","LOC719368"
"10329","turquoise","LOC719386"
"10331","turquoise","LOC719395"
"10336","turquoise","LOC719418"
"10340","turquoise","LOC719422"
"10342","turquoise","LOC719441"
"10343","turquoise","LOC719442"
"10349","turquoise","LOC719482"
"10351","turquoise","LOC719501"
"10353","turquoise","LOC719516"
"10354","turquoise","LOC719517"
"10362","turquoise","LOC719554"
"10371","turquoise","LOC719600"
"10379","turquoise","LOC719648"
"10380","turquoise","LOC719654"
"10381","turquoise","LOC719660"
"10389","turquoise","LOC719701"
"10390","turquoise","LOC719710"
"10391","turquoise","LOC719721"
"10397","turquoise","LOC719749"
"10401","turquoise","LOC719761"
"10403","turquoise","LOC719774"
"10404","turquoise","LOC719781"
"10407","turquoise","LOC719795"
"10410","turquoise","LOC719848"
"10412","turquoise","LOC719866"
"10421","turquoise","LOC719922"
"10430","turquoise","LOC719959"
"10431","turquoise","LOC719961"
"10432","turquoise","LOC719964"
"10435","turquoise","LOC719972"
"10441","turquoise","LOC720016"
"10445","turquoise","LOC720040"
"10446","turquoise","LOC720041"
"10450","turquoise","LOC720060"
"10454","turquoise","LOC720093"
"10456","turquoise","LOC720104"
"10459","turquoise","LOC720111"
"10464","turquoise","LOC720147"
"10473","turquoise","LOC720188"
"10481","turquoise","LOC720248"
"10482","turquoise","LOC720251"
"10483","turquoise","LOC720264"
"10485","turquoise","LOC720271"
"10501","turquoise","LOC720388"
"10506","turquoise","LOC720413"
"10511","turquoise","LOC720498"
"10513","turquoise","LOC720510"
"10518","turquoise","LOC720538"
"10522","turquoise","LOC720574"
"10523","turquoise","LOC720612"
"10524","turquoise","LOC720613"
"10533","turquoise","LOC720688"
"10536","turquoise","LOC720754"
"10538","turquoise","LOC720779"
"10539","turquoise","LOC720781"
"10543","turquoise","LOC720824"
"10548","turquoise","LOC720879"
"10549","turquoise","LOC720913"
"10550","turquoise","LOC720917"
"10552","turquoise","LOC720935"
"10553","turquoise","LOC720949"
"10560","turquoise","LOC721007"
"10561","turquoise","LOC721010"
"10563","turquoise","LOC721017"
"10566","turquoise","LOC721025"
"10569","turquoise","LOC721041"
"10570","turquoise","LOC721043"
"10571","turquoise","LOC721048"
"10574","turquoise","LOC721100"
"10575","turquoise","LOC721104"
"10576","turquoise","LOC721106"
"10577","turquoise","LOC721116"
"10578","turquoise","LOC721119"
"10580","turquoise","LOC721131"
"10584","turquoise","LOC721155"
"10585","turquoise","LOC721158"
"10586","turquoise","LOC721161"
"10589","turquoise","LOC721175"
"10592","turquoise","LOC721208"
"10599","turquoise","LOC721253"
"10604","turquoise","LOC721284"
"10612","turquoise","LOC721340"
"10615","turquoise","LOC721381"
"10620","turquoise","LOC721403"
"10624","turquoise","LOC721435"
"10625","turquoise","LOC721437"
"10626","turquoise","LOC721441"
"10628","turquoise","LOC721444"
"10633","turquoise","LOC721488"
"10635","turquoise","LOC721516"
"10636","turquoise","LOC721524"
"10638","turquoise","LOC721534"
"10639","turquoise","LOC721536"
"10641","turquoise","LOC721561"
"10643","turquoise","LOC721567"
"10644","turquoise","LOC721570"
"10645","turquoise","LOC721577"
"10648","turquoise","LOC721585"
"10658","turquoise","LOC721634"
"10659","turquoise","LOC721635"
"10663","turquoise","LOC721685"
"10670","turquoise","LOC721732"
"10672","turquoise","LOC721769"
"10675","turquoise","LOC721782"
"10687","turquoise","LOC721832"
"10690","turquoise","LOC721848"
"10693","turquoise","LOC721855"
"10694","turquoise","LOC721856"
"10701","turquoise","LOC721913"
"10702","turquoise","LOC721914"
"10706","turquoise","LOC721942"
"10707","turquoise","LOC721944"
"10713","turquoise","LOC721978"
"10723","turquoise","LOC722052"
"10726","turquoise","LOC722076"
"10731","turquoise","LOC722104"
"10734","turquoise","LOC722116"
"10738","turquoise","LOC722126"
"10743","turquoise","LOC722148"
"10753","turquoise","LOC722189"
"10755","turquoise","LOC722191"
"10758","turquoise","LOC722202"
"10762","turquoise","LOC722232"
"10763","turquoise","LOC722241"
"10767","turquoise","LOC722253"
"10772","turquoise","LOC722266"
"10777","turquoise","LOC722302"
"10781","turquoise","LOC722312"
"10784","turquoise","LOC722324"
"10799","turquoise","LOC722456"
"10800","turquoise","LOC722462"
"10801","turquoise","LOC722463"
"10804","turquoise","LOC722493"
"10805","turquoise","LOC722498"
"10808","turquoise","LOC722508"
"10809","turquoise","LOC722513"
"10812","turquoise","LOC722539"
"10815","turquoise","LOC722564"
"10818","turquoise","LOC722606"
"10824","turquoise","LOC722630"
"10830","turquoise","LOC722714"
"10833","turquoise","LOC722727"
"10834","turquoise","LOC722730"
"10841","turquoise","LOC722779"
"10846","turquoise","LOC722886"
"10847","turquoise","LOC722911"
"10851","turquoise","LOC722955"
"10855","turquoise","LOC723075"
"10858","turquoise","LOC723310"
"10863","turquoise","LOC723536"
"10873","turquoise","LOC729121"
"10874","turquoise","LOC729580"
"10880","turquoise","LOC730101"
"10881","turquoise","LOC730234"
"10884","turquoise","LOC731779"
"10886","turquoise","LOC732516"
"10887","turquoise","LOC780529"
"10890","turquoise","LOC84989"
"10893","turquoise","LOC90834"
"10903","turquoise","LOXL2"
"10905","turquoise","LPA"
"10920","turquoise","LPO"
"10931","turquoise","LRFN3"
"10934","turquoise","LRG1"
"10939","turquoise","LRIT1"
"10940","turquoise","LRIT2"
"10945","turquoise","LRP2BP"
"10950","turquoise","LRPAP1"
"10955","turquoise","LRRC15"
"10963","turquoise","LRRC25"
"10964","turquoise","LRRC27"
"10983","turquoise","LRRC4B"
"10986","turquoise","LRRC56"
"11001","turquoise","LRRFIP2"
"11031","turquoise","LTB4R"
"11032","turquoise","LTB4R2"
"11037","turquoise","LTK"
"11045","turquoise","LXN"
"11049","turquoise","LY6G6C"
"11055","turquoise","LYG1"
"11056","turquoise","LYG2"
"11072","turquoise","LYZL4"
"11089","turquoise","MADCAM1"
"11097","turquoise","MAFG-AS1"
"11105","turquoise","MAGEB3"
"11119","turquoise","MAK"
"11122","turquoise","MALL"
"11135","turquoise","MAMU-DOA"
"11138","turquoise","MAMU-DQA1"
"11139","turquoise","MAMU-DRA"
"11159","turquoise","MAP1LC3C"
"11163","turquoise","MAP2K3"
"11176","turquoise","MAP3K9"
"11177","turquoise","MAP4"
"11179","turquoise","MAP6"
"11185","turquoise","MAPK15"
"11188","turquoise","MAPK8"
"11191","turquoise","MAPK8IP3"
"11201","turquoise","MARCH3"
"11207","turquoise","MARCO"
"11213","turquoise","MARVELD2"
"11221","turquoise","MAT1A"
"11237","turquoise","MBD3L1"
"11240","turquoise","MBL2"
"11247","turquoise","MBP-A"
"11251","turquoise","MC5R"
"11256","turquoise","MCCD1"
"11259","turquoise","MCF2L2"
"11275","turquoise","MCMBP"
"11277","turquoise","MCOLN2"
"11285","turquoise","MDFI"
"11286","turquoise","MDGA1"
"11329","turquoise","MEF2B"
"11344","turquoise","MEP1B"
"11353","turquoise","MET"
"11356","turquoise","METRN"
"11380","turquoise","MEX3D"
"11381","turquoise","MFAP1"
"11388","turquoise","MFI2"
"11389","turquoise","MFN2"
"11392","turquoise","MFSD12"
"11398","turquoise","MFSD7"
"11406","turquoise","MGAT5"
"11410","turquoise","MGC13053"
"11413","turquoise","MGC16275"
"11417","turquoise","MGC2848"
"11419","turquoise","MGC3771"
"11421","turquoise","MGC4294"
"11433","turquoise","MIA"
"11455","turquoise","MIOX"
"11456","turquoise","MIP"
"11462","turquoise","MIR147B"
"11465","turquoise","MIR205"
"11473","turquoise","MIR622"
"11487","turquoise","MKNK2"
"11489","turquoise","MKRN2"
"11490","turquoise","MKRN3"
"11507","turquoise","MLN"
"11508","turquoise","MLNR"
"11517","turquoise","MMD2"
"11523","turquoise","MMP13"
"11524","turquoise","MMP14"
"11529","turquoise","MMP20"
"11531","turquoise","MMP23B"
"11533","turquoise","MMP25"
"11534","turquoise","MMP26"
"11536","turquoise","MMP28"
"11539","turquoise","MMP8"
"11540","turquoise","MMP9"
"11546","turquoise","MND1"
"11547","turquoise","MNP1A"
"11550","turquoise","MNX1"
"11568","turquoise","MORN1"
"11575","turquoise","MOV10"
"11584","turquoise","MPL"
"11586","turquoise","MPO"
"11598","turquoise","MPV17L"
"11602","turquoise","MPZL3"
"11603","turquoise","MRAP"
"11610","turquoise","MRGPRE"
"11611","turquoise","MRGPRF"
"11615","turquoise","MRGPRX4"
